PassengerId,Survived,Probability
1241,0,0.2256036874689618
1242,1,0.9972070007621069
1243,0,0.15553710258460998
1244,0,0.02189424027078593
1245,0,0.01824124544582469
1246,1,0.9809381169034765
1247,0,0.10808827487207043
1248,1,0.985001707518333
1249,0,0.18692463779194143
1250,0,0.13262881700417894
1251,1,0.8349246824949943
1252,0,0.007051136260754441
1253,1,0.9949117035528242
1254,0,0.2256036874689618
1255,0,0.07956119008310483
1256,1,0.9995752901850775
1257,0,0.025914007782300033
1258,0,0.02545217021915205
1259,0,0.012374297957298865
1260,1,0.9969759424036044
1261,1,0.7295862298985065
1262,0,0.13827467265054058
1263,1,0.9952994243600961
1264,0,0.009715072284496706
1265,0,0.08689322535395673
1266,1,0.9998982652190547
1267,1,0.9980435358123956
1268,0,0.010563401833011089
1269,0,0.02389385963418805
1270,0,0.044905135091857805
1271,0,0.4204715922663223
1272,0,0.13262881700417894
1273,0,0.21511459962416535
1274,0,0.18698214109407443
1275,1,0.6850451688248554
1276,0,0.08689322535395673
1277,1,0.9968201683424286
1278,0,0.11996834699147257
1279,0,0.08689322535395673
1280,0,0.13262881700417894
1281,0,0.05318024240411973
1282,0,0.13645214320560237
1283,1,0.9875936792558307
1284,0,0.047982135898802264
1285,0,0.15553710258460998
1286,0,0.21130563005677128
1287,1,0.9965001611688318
1288,0,0.014080445196499546
1289,1,0.9997612815056348
1290,0,0.11996834699147257
1291,0,0.042341533934831796
1292,1,0.996253625961437
1293,0,0.04728548349871482
1294,1,0.9969759424036044
1295,0,0.015745334340963965
1296,0,0.06362104740132192
1297,1,0.9324846762308946
1298,0,0.45702820235862657
1299,0,0.054667423755008146
1300,1,0.9217634607365479
1301,0,0.39665224246737674
1302,1,0.6757388767506726
1303,1,0.9959548237574899
1304,0,0.3504724005613615
1305,0,0.0722878587530078
1306,1,0.9962924470715664
1307,0,0.019381560282615163
1308,0,0.0722878587530078
1309,0,0.1382552216194866
